C6.36,1191726.673,590933.847,1
C6.37,1191719.190,590968.038,1
C6.38,1191712.209,591000.801,1
C6.39,1191707.285,591033.918,1
C6.40,1191706.254,591067.383,1
C6.41,1191709.131,591100.740,1
C6.42,1191715.877,591133.534,1
C6.43,1191726.399,591165.319,1
C6.44,1191740.552,591195.658,1
C6.45,1191758.133,591224.153,1
